Rank,Pokemon,Usage %,Raw,Raw %,Real,Real %
616,Gastly,0.0,81.0,0.004,69.0,0.004
617,Gulpin,0.0,4.0,0.0,3.0,0.0
618,Crabrawler,0.0,13.0,0.001,10.0,0.001
619,Oshawott,0.0,28.0,0.001,22.0,0.001
620,Monferno,0.0,23.0,0.001,15.0,0.001
621,Clauncher,0.0,2.0,0.0,1.0,0.0
622,Stunky,0.0,32.0,0.002,18.0,0.001
623,Luxio,0.0,12.0,0.001,5.0,0.0
624,Charmeleon,0.0,58.0,0.003,39.0,0.002
625,Mudkip,0.0,47.0,0.002,29.0,0.002
626,Swadloon,0.0,30.0,0.001,24.0,0.002
627,Nuzleaf,0.0,9.0,0.0,9.0,0.001
628,Rookidee,0.0,14.0,0.001,11.0,0.001
629,Combusken,0.0,107.0,0.005,90.0,0.006
630,Eelektrik,0.0,25.0,0.001,22.0,0.001
631,Grovyle,0.0,48.0,0.002,32.0,0.002
632,Igglybuff,0.0,19.0,0.001,19.0,0.001
633,Cutiefly,0.0,61.0,0.003,60.0,0.004
634,Snover,0.0,23.0,0.001,18.0,0.001
635,Steenee,0.0,10.0,0.0,6.0,0.0
636,Scraggy,0.0,20.0,0.001,18.0,0.001
637,Metang,0.0,26.0,0.001,24.0,0.002
638,Goomy,0.0,20.0,0.001,20.0,0.001
639,Drowzee,0.0,25.0,0.001,21.0,0.001
640,Flabebe,0.0,10.0,0.0,4.0,0.0
641,Frigibax,0.0,23.0,0.001,13.0,0.001
642,Sandygast,0.0,11.0,0.001,5.0,0.0
643,Shelgon,0.0,17.0,0.001,13.0,0.001
644,Flaaffy,0.0,29.0,0.001,14.0,0.001
645,Buizel,0.0,73.0,0.004,61.0,0.004
646,Blitzle,0.0,12.0,0.001,7.0,0.0
647,Bounsweet,0.0,10.0,0.0,10.0,0.001
648,Joltik,0.0,134.0,0.007,86.0,0.005
649,Torchic,0.0,25.0,0.001,24.0,0.002
650,Lechonk,0.0,66.0,0.003,43.0,0.003
651,Teddiursa,0.0,22.0,0.001,19.0,0.001
652,Meditite,0.0,5.0,0.0,4.0,0.0
653,Graveler,0.0,165.0,0.008,140.0,0.009
654,Tarountula,0.0,11.0,0.001,10.0,0.001
655,Toxel,0.0,16.0,0.001,13.0,0.001
656,Phantump,0.0,17.0,0.001,15.0,0.001
657,Varoom,0.0,13.0,0.001,13.0,0.001
658,Sandile,0.0,4.0,0.0,1.0,0.0
659,Azurill,0.0,46.0,0.002,42.0,0.003
660,Applin,0.0,21.0,0.001,15.0,0.001
661,Axew,0.0,18.0,0.001,12.0,0.001
662,Graveler-Alola,0.0,33.0,0.002,30.0,0.002
663,Froakie,0.0,17.0,0.001,17.0,0.001
664,Dewott,0.0,11.0,0.001,6.0,0.0
665,Toedscool,0.0,111.0,0.006,91.0,0.006
666,Cyndaquil,0.0,33.0,0.002,23.0,0.001
667,Houndour,0.0,15.0,0.001,14.0,0.001
668,Happiny,0.0,13.0,0.001,12.0,0.001
669,Barboach,0.0,8.0,0.0,7.0,0.0
670,Brionne,0.0,14.0,0.001,9.0,0.001
671,Spoink,0.0,38.0,0.002,37.0,0.002
672,Floette,0.0,27.0,0.001,17.0,0.001
673,Tyrogue,0.0,17.0,0.001,14.0,0.001
674,Drakloak,0.0,39.0,0.002,34.0,0.002
675,Magby,0.0,25.0,0.001,20.0,0.001
676,Rolycoly,0.0,12.0,0.001,9.0,0.001
677,Greavard,0.0,16.0,0.001,10.0,0.001
678,Poliwhirl,0.0,12.0,0.001,10.0,0.001
679,Drilbur,0.0,3.0,0.0,1.0,0.0
680,Feebas,0.0,59.0,0.003,50.0,0.003
681,Grimer-Alola,0.0,19.0,0.001,18.0,0.001
682,Cleffa,0.0,72.0,0.004,57.0,0.004
683,Shieldon,0.0,33.0,0.002,30.0,0.002
684,Tadbulb,0.0,6.0,0.0,2.0,0.0
685,Capsakid,0.0,14.0,0.001,13.0,0.001
686,Kirlia,0.0,75.0,0.004,52.0,0.003
687,Slugma,0.0,7.0,0.0,6.0,0.0
688,Phanpy,0.0,23.0,0.001,18.0,0.001
689,Shellder,0.0,25.0,0.001,24.0,0.002
690,Exeggcute,0.0,37.0,0.002,31.0,0.002
691,Tinkatink,0.0,21.0,0.001,16.0,0.001
692,Rockruff,0.0,27.0,0.001,19.0,0.001
693,Larvitar,0.0,5.0,0.0,5.0,0.0
694,Bramblin,0.0,4.0,0.0,4.0,0.0
695,Skrelp,0.0,4.0,0.0,4.0,0.0
696,Lombre,0.0,15.0,0.001,10.0,0.001
697,Shinx,0.0,16.0,0.001,15.0,0.001
698,Gimmighoul,0.0,4.0,0.0,3.0,0.0
699,Sprigatito,0.0,35.0,0.002,31.0,0.002
700,Growlithe,0.0,6.0,0.0,6.0,0.0
701,Poliwag,0.0,4.0,0.0,3.0,0.0
702,Mienfoo,0.0,7.0,0.0,6.0,0.0
703,Timburr,0.0,2.0,0.0,2.0,0.0
704,Grookey,0.0,28.0,0.001,22.0,0.001
705,Skwovet,0.0,5.0,0.0,4.0,0.0
706,Pawmo,0.0,7.0,0.0,5.0,0.0
707,Pawmi,0.0,3.0,0.0,2.0,0.0
708,Prinplup,0.0,13.0,0.001,8.0,0.001
709,Drizzile,0.0,5.0,0.0,5.0,0.0
710,Tepig,0.0,5.0,0.0,4.0,0.0
711,Petilil,0.0,8.0,0.0,8.0,0.001
712,Ducklett,0.0,32.0,0.002,28.0,0.002
713,Combee,0.0,15.0,0.001,6.0,0.0
714,Slakoth,0.0,9.0,0.0,3.0,0.0
715,Ekans,0.0,17.0,0.001,15.0,0.001
716,Gothorita,0.0,78.0,0.004,69.0,0.004
717,Silicobra,0.0,2.0,0.0,2.0,0.0
718,Deino,0.0,3.0,0.0,3.0,0.0
719,Dratini,0.0,14.0,0.001,12.0,0.001
720,Sandshrew-Alola,0.0,111.0,0.006,65.0,0.004
721,Shuppet,0.0,24.0,0.001,19.0,0.001
722,Elekid,0.0,6.0,0.0,6.0,0.0
723,Poochyena,0.0,8.0,0.0,3.0,0.0
724,Pikipek,0.0,11.0,0.001,10.0,0.001
725,Tentacool,0.0,5.0,0.0,5.0,0.0
726,Chewtle,0.0,2.0,0.0,2.0,0.0
727,Rhyhorn,0.0,6.0,0.0,4.0,0.0
728,Zweilous,0.0,23.0,0.001,19.0,0.001
729,Seel,0.0,12.0,0.001,11.0,0.001
730,Chinchou,0.0,2.0,0.0,2.0,0.0
731,Espurr,0.0,15.0,0.001,13.0,0.001
732,Fidough,0.0,6.0,0.0,5.0,0.0
733,Beldum,0.0,4.0,0.0,4.0,0.0
734,Arrokuda,0.0,1.0,0.0,1.0,0.0
735,Cubchoo,0.0,5.0,0.0,4.0,0.0
736,Lotad,0.0,6.0,0.0,4.0,0.0
737,Bellsprout,0.0,14.0,0.001,10.0,0.001
738,Meowth-Alola,0.0,8.0,0.0,7.0,0.0
739,Hoppip,0.0,32.0,0.002,32.0,0.002
740,Nymble,0.0,3.0,0.0,2.0,0.0
741,Jangmo-o,0.0,2.0,0.0,2.0,0.0
742,Snubbull,0.0,5.0,0.0,4.0,0.0
743,Trumbeak,0.0,12.0,0.001,7.0,0.0
744,Fennekin,0.0,1.0,0.0,0.0,0.0
745,Swinub,0.0,2.0,0.0,0.0,0.0
746,Rufflet,0.0,3.0,0.0,3.0,0.0
747,Golett,0.0,6.0,0.0,5.0,0.0
748,Mareep,0.0,3.0,0.0,3.0,0.0
749,Milcery,0.0,2.0,0.0,2.0,0.0
750,Litleo,0.0,9.0,0.0,3.0,0.0
751,Scatterbug,0.0,8.0,0.0,8.0,0.001
752,Tynamo,0.0,1.0,0.0,1.0,0.0
753,Hoothoot,0.0,1.0,0.0,0.0,0.0
754,Vibrava,0.0,1.0,0.0,1.0,0.0
755,Maschiff,0.0,1.0,0.0,1.0,0.0
756,Larvesta,0.0,2.0,0.0,2.0,0.0
757,Spewpa,0.0,1.0,0.0,1.0,0.0
